cosine,jaccard
0.28663861944505775,0.0
0.23075740735348443,0.0
0.1866023064888199,0.0
0.044239945759740384,0.0
0.3825376789931394,0.0
0.3372492385342122,0.0
0.5073415693957399,0.0
0.19086311519462568,0.0
0.42742898945648145,0.0
0.20807555360838745,0.0
0.1289006789773488,0.0
0.27482716790335704,0.0
0.24782785068766236,0.0
0.2999293978776804,0.0
0.21159547277880186,0.0
0.23637757574867208,0.0
0.3816659132577047,0.0
0.22323930966260513,0.0
0.4714645163345784,0.0
0.2310902311325354,0.0
0.2798022557676518,0.0
0.3781700936793465,0.0
0.2864194497467113,0.0
0.316837473868567,0.0
0.5457574081374615,0.0
0.18420897623428922,0.0
0.24311876176929667,0.0
0.34333295521074325,0.0
0.29491793562531604,0.0
0.17789137719346848,0.0
0.3285576365678059,0.0
0.16010634613642885,0.0
0.30063482133484,0.0
0.2624663641953272,0.0
0.26669969944812993,0.0
0.11232747446755911,0.0
0.3723746178513754,0.0
0.2860992026929462,0.0
0.1866924747603446,0.0
0.19328757868447283,0.0
0.21639546503399393,0.0
0.29063400358814195,0.0
0.31205936392940586,0.0
0.33629444715534584,0.0
0.30303927639490275,0.0
0.18066913706218465,0.0
0.20710451517416137,0.0
0.15250369573424385,0.0
0.34641625443893653,0.0
0.13163966884200268,0.0
0.2168047991131723,0.0
0.33443205723628666,0.0
0.2030268446774639,0.0
0.3049024380374572,0.0
0.4138412767522596,0.0
0.37806287408331873,0.0
0.23850324953862137,0.0
0.17416764555851,0.0
0.29869894928351676,0.0
0.22997166830860577,0.0
0.13969776100595463,0.0
0.14221624018936518,0.0
0.23751368918919713,0.0
0.3723551126993581,0.0
0.1890022293125171,0.0
0.4692313980782045,0.0
0.2349632350622453,0.0
0.3039594170209845,0.0
0.06683507130518997,0.0
0.39335944865613925,0.0
0.32175169927611214,0.0
0.34732218408709037,0.0
0.33641757100628383,0.0
0.25708548866844727,0.0
0.3886996049019896,0.0
0.4239865287624397,0.0
0.44560189488220553,0.0
0.2103510495223947,0.0
0.1960844747103111,0.0
0.3744009402542938,0.0
0.33264867480214866,0.0
0.25521548789632265,0.0
0.2982523283920685,0.0
0.22008372328809792,0.0
0.3499517102093348,0.0
0.35915937318126645,0.0
0.18099505705228186,0.0
0.3613654044724236,0.0
0.1702500532412477,0.0
0.15608848633898387,1.0
0.26980052518556913,0.0
0.25543636761740585,0.0
0.13707550850869044,0.0
0.18497156166622877,0.0
0.28325836109665903,0.0
0.23305388042675607,0.0
0.2917795060240565,0.0
0.372221714247003,0.0
0.19109578142716388,0.0
0.33095050401627457,0.0
0.2923180837058047,0.0
0.47433361961983245,0.0
0.4124942793798739,0.0
0.16620214744748504,0.0
0.18243480732381023,0.0
0.5326932601819712,0.0
0.06904015592081034,0.0
0.23774228565475955,0.0
0.31279765944050253,0.0
0.1912306303559841,0.0
0.39384344676824307,0.0
0.32680010740005605,0.0
0.546739559344943,0.0
0.25828903367220035,0.0
0.11252839943001879,0.0
0.34575643775962117,0.0
0.3003560437014009,0.0
0.3508672217437649,0.0
0.34284019163095,0.0
0.295645632451069,0.0
0.32006016028000817,0.0
0.30062524603485996,0.0
0.19897447770485277,0.0
0.5377501047825479,0.0
0.13417738318575742,0.0
0.3870284647233274,0.0
0.35537847638690234,0.0
0.2875367953194,0.0
0.27069168678783245,0.0
0.34292003116535436,0.0
0.2603043372126902,0.0
0.15345330341756716,0.0
0.3601428382998871,0.0
0.3648456038436836,0.0
0.22585277448177177,0.0
0.13204930007097535,0.0
0.4911532467967006,0.0
0.17864971310493505,0.0
0.4533976580866476,0.0
0.12590796923953948,0.0
0.18633833484464346,0.0
0.1877965235876759,0.0
0.2968893923223931,0.0
0.29009513601786285,0.0
0.11935418983465607,0.0
0.4865664233129561,0.0
0.35687163690572465,0.0
0.16545674982860326,0.0
0.3104321671725121,0.0
0.397070108187861,0.0
0.46312082664020127,0.0
0.41461744782653914,0.0
0.20360844304551962,0.0
0.2465093737276598,0.0
0.23970354655728857,0.0
0.2961945584125646,0.0
0.33407399227056134,0.0
0.2342657091863643,0.0
0.47982760959086734,0.0
0.3388488300196317,0.0
0.20825891466232826,0.0
